year,country,growth_factor_name,growth_factor_value,
2030,Croatia,car_annual_change_in_passenger_km,0.7,
2031,Croatia,car_annual_change_in_passenger_km,0.7,
2032,Croatia,car_annual_change_in_passenger_km,0.7,
2033,Croatia,car_annual_change_in_passenger_km,0.7,
2034,Croatia,car_annual_change_in_passenger_km,0.7,
2035,Croatia,car_annual_change_in_passenger_km,0.7,
2036,Croatia,car_annual_change_in_passenger_km,0.7,
2037,Croatia,car_annual_change_in_passenger_km,0.7,
2038,Croatia,car_annual_change_in_passenger_km,0.7,
2039,Croatia,car_annual_change_in_passenger_km,0.7,
2040,Croatia,car_annual_change_in_passenger_km,0.7,
2041,Croatia,car_annual_change_in_passenger_km,0.7,
2042,Croatia,car_annual_change_in_passenger_km,0.7,
2043,Croatia,car_annual_change_in_passenger_km,0.7,
2044,Croatia,car_annual_change_in_passenger_km,0.7,
2045,Croatia,car_annual_change_in_passenger_km,0.7,
2046,Croatia,car_annual_change_in_passenger_km,0.7,
2047,Croatia,car_annual_change_in_passenger_km,0.7,
2048,Croatia,car_annual_change_in_passenger_km,0.7,
2049,Croatia,car_annual_change_in_passenger_km,0.7,
2050,Croatia,car_annual_change_in_passenger_km,0.7,
2022,Croatia,tram_annual_change_in_passenger_km,0.6,
2023,Croatia,tram_annual_change_in_passenger_km,0.6,
2024,Croatia,tram_annual_change_in_passenger_km,0.6,
2025,Croatia,tram_annual_change_in_passenger_km,0.6,
2026,Croatia,tram_annual_change_in_passenger_km,0.6,
2027,Croatia,tram_annual_change_in_passenger_km,0.6,
2028,Croatia,tram_annual_change_in_passenger_km,0.6,
2029,Croatia,tram_annual_change_in_passenger_km,0.6,
2030,Croatia,tram_annual_change_in_passenger_km,0.6,
2031,Croatia,tram_annual_change_in_passenger_km,0.6,
2032,Croatia,tram_annual_change_in_passenger_km,0.6,
2033,Croatia,tram_annual_change_in_passenger_km,0.6,
2034,Croatia,tram_annual_change_in_passenger_km,0.6,
2035,Croatia,tram_annual_change_in_passenger_km,0.6,
2036,Croatia,tram_annual_change_in_passenger_km,0.6,
2037,Croatia,tram_annual_change_in_passenger_km,0.6,
2038,Croatia,tram_annual_change_in_passenger_km,0.6,
2039,Croatia,tram_annual_change_in_passenger_km,0.6,
2040,Croatia,tram_annual_change_in_passenger_km,0.6,
2041,Croatia,tram_annual_change_in_passenger_km,0.6,
2042,Croatia,tram_annual_change_in_passenger_km,0.6,
2043,Croatia,tram_annual_change_in_passenger_km,0.6,
2044,Croatia,tram_annual_change_in_passenger_km,0.6,
2045,Croatia,tram_annual_change_in_passenger_km,0.6,
2046,Croatia,tram_annual_change_in_passenger_km,0.6,
2047,Croatia,tram_annual_change_in_passenger_km,0.6,
2048,Croatia,tram_annual_change_in_passenger_km,0.6,
2049,Croatia,tram_annual_change_in_passenger_km,0.6,
2050,Croatia,tram_annual_change_in_passenger_km,0.6,
2022,Croatia,metro_annual_change_in_passenger_km,0.6,
2023,Croatia,metro_annual_change_in_passenger_km,0.6,
2024,Croatia,metro_annual_change_in_passenger_km,0.6,
2025,Croatia,metro_annual_change_in_passenger_km,0.6,
2026,Croatia,metro_annual_change_in_passenger_km,0.6,
2027,Croatia,metro_annual_change_in_passenger_km,0.6,
2028,Croatia,metro_annual_change_in_passenger_km,0.6,
2029,Croatia,metro_annual_change_in_passenger_km,0.6,
2030,Croatia,metro_annual_change_in_passenger_km,0.6,
2031,Croatia,metro_annual_change_in_passenger_km,0.6,
2032,Croatia,metro_annual_change_in_passenger_km,0.6,
2033,Croatia,metro_annual_change_in_passenger_km,0.6,
2034,Croatia,metro_annual_change_in_passenger_km,0.6,
2035,Croatia,metro_annual_change_in_passenger_km,0.6,
2036,Croatia,metro_annual_change_in_passenger_km,0.6,
2037,Croatia,metro_annual_change_in_passenger_km,0.6,
2038,Croatia,metro_annual_change_in_passenger_km,0.6,
2039,Croatia,metro_annual_change_in_passenger_km,0.6,
2040,Croatia,metro_annual_change_in_passenger_km,0.6,
2041,Croatia,metro_annual_change_in_passenger_km,0.6,
2042,Croatia,metro_annual_change_in_passenger_km,0.6,
2043,Croatia,metro_annual_change_in_passenger_km,0.6,
2044,Croatia,metro_annual_change_in_passenger_km,0.6,
2045,Croatia,metro_annual_change_in_passenger_km,0.6,
2046,Croatia,metro_annual_change_in_passenger_km,0.6,
2047,Croatia,metro_annual_change_in_passenger_km,0.6,
2048,Croatia,metro_annual_change_in_passenger_km,0.6,
2049,Croatia,metro_annual_change_in_passenger_km,0.6,
2050,Croatia,metro_annual_change_in_passenger_km,0.6,
2022,Croatia,train_annual_change_in_passenger_km,0.6,
2023,Croatia,train_annual_change_in_passenger_km,0.6,
2024,Croatia,train_annual_change_in_passenger_km,0.6,
2025,Croatia,train_annual_change_in_passenger_km,0.6,
2026,Croatia,train_annual_change_in_passenger_km,0.6,
2027,Croatia,train_annual_change_in_passenger_km,0.6,
2028,Croatia,train_annual_change_in_passenger_km,0.6,
2029,Croatia,train_annual_change_in_passenger_km,0.6,
2030,Croatia,train_annual_change_in_passenger_km,0.6,
2031,Croatia,train_annual_change_in_passenger_km,0.6,
2032,Croatia,train_annual_change_in_passenger_km,0.6,
2033,Croatia,train_annual_change_in_passenger_km,0.6,
2034,Croatia,train_annual_change_in_passenger_km,0.6,
2035,Croatia,train_annual_change_in_passenger_km,0.6,
2036,Croatia,train_annual_change_in_passenger_km,0.6,
2037,Croatia,train_annual_change_in_passenger_km,0.6,
2038,Croatia,train_annual_change_in_passenger_km,0.6,
2039,Croatia,train_annual_change_in_passenger_km,0.6,
2040,Croatia,train_annual_change_in_passenger_km,0.6,
2041,Croatia,train_annual_change_in_passenger_km,0.6,
2042,Croatia,train_annual_change_in_passenger_km,0.6,
2043,Croatia,train_annual_change_in_passenger_km,0.6,
2044,Croatia,train_annual_change_in_passenger_km,0.6,
2045,Croatia,train_annual_change_in_passenger_km,0.6,
2046,Croatia,train_annual_change_in_passenger_km,0.6,
2047,Croatia,train_annual_change_in_passenger_km,0.6,
2048,Croatia,train_annual_change_in_passenger_km,0.6,
2049,Croatia,train_annual_change_in_passenger_km,0.6,
2050,Croatia,train_annual_change_in_passenger_km,0.6,
2022,Croatia,rail_transport_annual_change_in_vehicle_km,1.2,
2023,Croatia,rail_transport_annual_change_in_vehicle_km,1.2,
2024,Croatia,rail_transport_annual_change_in_vehicle_km,1.2,
2025,Croatia,rail_transport_annual_change_in_vehicle_km,1.2,
2026,Croatia,rail_transport_annual_change_in_vehicle_km,1.2,
2027,Croatia,rail_transport_annual_change_in_vehicle_km,1.2,
2028,Croatia,rail_transport_annual_change_in_vehicle_km,1.2,
2029,Croatia,rail_transport_annual_change_in_vehicle_km,1.2,
2030,Croatia,rail_transport_annual_change_in_vehicle_km,0.6,
2031,Croatia,rail_transport_annual_change_in_vehicle_km,0.6,
2032,Croatia,rail_transport_annual_change_in_vehicle_km,0.6,
2033,Croatia,rail_transport_annual_change_in_vehicle_km,0.6,
2034,Croatia,rail_transport_annual_change_in_vehicle_km,0.6,
2035,Croatia,rail_transport_annual_change_in_vehicle_km,0.6,
2036,Croatia,rail_transport_annual_change_in_vehicle_km,0.6,
2037,Croatia,rail_transport_annual_change_in_vehicle_km,0.6,
2038,Croatia,rail_transport_annual_change_in_vehicle_km,0.6,
2039,Croatia,rail_transport_annual_change_in_vehicle_km,0.6,
2040,Croatia,rail_transport_annual_change_in_vehicle_km,0.6,
2041,Croatia,rail_transport_annual_change_in_vehicle_km,0.6,
2042,Croatia,rail_transport_annual_change_in_vehicle_km,0.6,
2043,Croatia,rail_transport_annual_change_in_vehicle_km,0.6,
2044,Croatia,rail_transport_annual_change_in_vehicle_km,0.6,
2045,Croatia,rail_transport_annual_change_in_vehicle_km,0.6,
2046,Croatia,rail_transport_annual_change_in_vehicle_km,0.6,
2047,Croatia,rail_transport_annual_change_in_vehicle_km,0.6,
2048,Croatia,rail_transport_annual_change_in_vehicle_km,0.6,
2049,Croatia,rail_transport_annual_change_in_vehicle_km,0.6,
2050,Croatia,rail_transport_annual_change_in_vehicle_km,0.6,
2022,Croatia,road_transport_annual_change_in_vehicle_km,1.7,
2023,Croatia,road_transport_annual_change_in_vehicle_km,1.7,
2024,Croatia,road_transport_annual_change_in_vehicle_km,1.7,
2025,Croatia,road_transport_annual_change_in_vehicle_km,1.7,
2026,Croatia,road_transport_annual_change_in_vehicle_km,1.7,
2027,Croatia,road_transport_annual_change_in_vehicle_km,1.7,
2028,Croatia,road_transport_annual_change_in_vehicle_km,1.7,
2029,Croatia,road_transport_annual_change_in_vehicle_km,1.7,
2030,Croatia,road_transport_annual_change_in_vehicle_km,1.0,
2031,Croatia,road_transport_annual_change_in_vehicle_km,1.0,
2032,Croatia,road_transport_annual_change_in_vehicle_km,1.0,
2033,Croatia,road_transport_annual_change_in_vehicle_km,1.0,
2034,Croatia,road_transport_annual_change_in_vehicle_km,1.0,
2035,Croatia,road_transport_annual_change_in_vehicle_km,1.0,
2036,Croatia,road_transport_annual_change_in_vehicle_km,1.0,
2037,Croatia,road_transport_annual_change_in_vehicle_km,1.0,
2038,Croatia,road_transport_annual_change_in_vehicle_km,1.0,
2039,Croatia,road_transport_annual_change_in_vehicle_km,1.0,
2040,Croatia,road_transport_annual_change_in_vehicle_km,1.0,
2041,Croatia,road_transport_annual_change_in_vehicle_km,1.0,
2042,Croatia,road_transport_annual_change_in_vehicle_km,1.0,
2043,Croatia,road_transport_annual_change_in_vehicle_km,1.0,
2044,Croatia,road_transport_annual_change_in_vehicle_km,1.0,
2045,Croatia,road_transport_annual_change_in_vehicle_km,1.0,
2046,Croatia,road_transport_annual_change_in_vehicle_km,1.0,
2047,Croatia,road_transport_annual_change_in_vehicle_km,1.0,
2048,Croatia,road_transport_annual_change_in_vehicle_km,1.0,
2049,Croatia,road_transport_annual_change_in_vehicle_km,1.0,
2050,Croatia,road_transport_annual_change_in_vehicle_km,1.0,
2022,Croatia,water_transport_annual_change_in_vehicle_km,0.9,
2023,Croatia,water_transport_annual_change_in_vehicle_km,0.9,
2024,Croatia,water_transport_annual_change_in_vehicle_km,0.9,
2025,Croatia,water_transport_annual_change_in_vehicle_km,0.9,
2026,Croatia,water_transport_annual_change_in_vehicle_km,0.9,
2027,Croatia,water_transport_annual_change_in_vehicle_km,0.9,
2028,Croatia,water_transport_annual_change_in_vehicle_km,0.9,
2029,Croatia,water_transport_annual_change_in_vehicle_km,0.9,
2030,Croatia,water_transport_annual_change_in_vehicle_km,1.5,
2031,Croatia,water_transport_annual_change_in_vehicle_km,1.5,
2032,Croatia,water_transport_annual_change_in_vehicle_km,1.5,
2033,Croatia,water_transport_annual_change_in_vehicle_km,1.5,
2034,Croatia,water_transport_annual_change_in_vehicle_km,1.5,
2035,Croatia,water_transport_annual_change_in_vehicle_km,1.5,
2036,Croatia,water_transport_annual_change_in_vehicle_km,1.5,
2037,Croatia,water_transport_annual_change_in_vehicle_km,1.5,
2038,Croatia,water_transport_annual_change_in_vehicle_km,1.5,
2039,Croatia,water_transport_annual_change_in_vehicle_km,1.5,
2040,Croatia,water_transport_annual_change_in_vehicle_km,1.5,
2041,Croatia,water_transport_annual_change_in_vehicle_km,1.5,
2042,Croatia,water_transport_annual_change_in_vehicle_km,1.5,
2043,Croatia,water_transport_annual_change_in_vehicle_km,1.5,
2044,Croatia,water_transport_annual_change_in_vehicle_km,1.5,
2045,Croatia,water_transport_annual_change_in_vehicle_km,1.5,
2046,Croatia,water_transport_annual_change_in_vehicle_km,1.5,
2047,Croatia,water_transport_annual_change_in_vehicle_km,1.5,
2048,Croatia,water_transport_annual_change_in_vehicle_km,1.5,
2049,Croatia,water_transport_annual_change_in_vehicle_km,1.5,
2050,Croatia,water_transport_annual_change_in_vehicle_km,1.5,
2022,Cyprus,annual_population_change,0.3,
2023,Cyprus,annual_population_change,0.3,
2024,Cyprus,annual_population_change,0.3,
2025,Cyprus,annual_population_change,0.3,
2026,Cyprus,annual_population_change,0.3,
2027,Cyprus,annual_population_change,0.3,
2028,Cyprus,annual_population_change,0.3,
2029,Cyprus,annual_population_change,0.3,
2030,Cyprus,annual_population_change,0.6,
2031,Cyprus,annual_population_change,0.6,
2032,Cyprus,annual_population_change,0.6,
2033,Cyprus,annual_population_change,0.6,
2034,Cyprus,annual_population_change,0.6,
2035,Cyprus,annual_population_change,0.6,
2036,Cyprus,annual_population_change,0.6,
2037,Cyprus,annual_population_change,0.6,
2038,Cyprus,annual_population_change,0.6,
2039,Cyprus,annual_population_change,0.6,
2040,Cyprus,annual_population_change,0.6,
2041,Cyprus,annual_population_change,0.6,
2042,Cyprus,annual_population_change,0.6,
2043,Cyprus,annual_population_change,0.6,
2044,Cyprus,annual_population_change,0.6,
2045,Cyprus,annual_population_change,0.6,
2046,Cyprus,annual_population_change,0.6,
2047,Cyprus,annual_population_change,0.6,
2048,Cyprus,annual_population_change,0.6,
2049,Cyprus,annual_population_change,0.6,
2050,Cyprus,annual_population_change,0.6,
2022,Cyprus,decarbonization_of_grid_electricity,-3.2,
2023,Cyprus,decarbonization_of_grid_electricity,-3.2,
2024,Cyprus,decarbonization_of_grid_electricity,-3.2,
2025,Cyprus,decarbonization_of_grid_electricity,-3.2,
2026,Cyprus,decarbonization_of_grid_electricity,-3.2,
2027,Cyprus,decarbonization_of_grid_electricity,-3.2,
2028,Cyprus,decarbonization_of_grid_electricity,-3.2,
2029,Cyprus,decarbonization_of_grid_electricity,-3.2,
2030,Cyprus,decarbonization_of_grid_electricity,-1.3,
2031,Cyprus,decarbonization_of_grid_electricity,-1.3,
2032,Cyprus,decarbonization_of_grid_electricity,-1.3,
2033,Cyprus,decarbonization_of_grid_electricity,-1.3,
2034,Cyprus,decarbonization_of_grid_electricity,-1.3,
2035,Cyprus,decarbonization_of_grid_electricity,-1.3,
2036,Cyprus,decarbonization_of_grid_electricity,-1.3,
2037,Cyprus,decarbonization_of_grid_electricity,-1.3,
2038,Cyprus,decarbonization_of_grid_electricity,-1.3,
2039,Cyprus,decarbonization_of_grid_electricity,-1.3,
2040,Cyprus,decarbonization_of_grid_electricity,-1.3,
2041,Cyprus,decarbonization_of_grid_electricity,-1.3,
2042,Cyprus,decarbonization_of_grid_electricity,-1.3,
2043,Cyprus,decarbonization_of_grid_electricity,-1.3,
2044,Cyprus,decarbonization_of_grid_electricity,-1.3,
2045,Cyprus,decarbonization_of_grid_electricity,-1.3,
2046,Cyprus,decarbonization_of_grid_electricity,-1.3,
2047,Cyprus,decarbonization_of_grid_electricity,-1.3,
2048,Cyprus,decarbonization_of_grid_electricity,-1.3,
2049,Cyprus,decarbonization_of_grid_electricity,-1.3,
2050,Cyprus,decarbonization_of_grid_electricity,-1.3,
2022,Cyprus,share_of_electricity_in_road_transport,0.1,
2023,Cyprus,share_of_electricity_in_road_transport,0.1,
2024,Cyprus,share_of_electricity_in_road_transport,0.1,
2025,Cyprus,share_of_electricity_in_road_transport,0.3,
2026,Cyprus,share_of_electricity_in_road_transport,0.3,
2027,Cyprus,share_of_electricity_in_road_transport,0.3,
2028,Cyprus,share_of_electricity_in_road_transport,0.3,
2029,Cyprus,share_of_electricity_in_road_transport,0.3,
2030,Cyprus,share_of_electricity_in_road_transport,0.6,
2031,Cyprus,share_of_electricity_in_road_transport,0.6,
2032,Cyprus,share_of_electricity_in_road_transport,0.6,
2033,Cyprus,share_of_electricity_in_road_transport,0.6,
2034,Cyprus,share_of_electricity_in_road_transport,0.6,
2035,Cyprus,share_of_electricity_in_road_transport,0.9,
2036,Cyprus,share_of_electricity_in_road_transport,0.9,
2037,Cyprus,share_of_electricity_in_road_transport,0.9,
2038,Cyprus,share_of_electricity_in_road_transport,0.9,
2039,Cyprus,share_of_electricity_in_road_transport,0.9,
2040,Cyprus,share_of_electricity_in_road_transport,1.3,
2041,Cyprus,share_of_electricity_in_road_transport,1.3,
2042,Cyprus,share_of_electricity_in_road_transport,1.3,
2043,Cyprus,share_of_electricity_in_road_transport,1.3,
2044,Cyprus,share_of_electricity_in_road_transport,1.3,
2045,Cyprus,share_of_electricity_in_road_transport,1.7,
2046,Cyprus,share_of_electricity_in_road_transport,1.7,
2047,Cyprus,share_of_electricity_in_road_transport,1.7,
2048,Cyprus,share_of_electricity_in_road_transport,1.7,
2049,Cyprus,share_of_electricity_in_road_transport,1.7,
2050,Cyprus,share_of_electricity_in_road_transport,2.0,
2022,Cyprus,bus_annual_change_in_passenger_km,0.1,
2023,Cyprus,bus_annual_change_in_passenger_km,0.1,
2024,Cyprus,bus_annual_change_in_passenger_km,0.1,
2025,Cyprus,bus_annual_change_in_passenger_km,0.1,
2026,Cyprus,bus_annual_change_in_passenger_km,0.1,
2027,Cyprus,bus_annual_change_in_passenger_km,0.1,
2028,Cyprus,bus_annual_change_in_passenger_km,0.1,
2029,Cyprus,bus_annual_change_in_passenger_km,0.1,
2030,Cyprus,bus_annual_change_in_passenger_km,0.8,
2031,Cyprus,bus_annual_change_in_passenger_km,0.8,
2032,Cyprus,bus_annual_change_in_passenger_km,0.8,
2033,Cyprus,bus_annual_change_in_passenger_km,0.8,
2034,Cyprus,bus_annual_change_in_passenger_km,0.8,
2035,Cyprus,bus_annual_change_in_passenger_km,0.8,
2036,Cyprus,bus_annual_change_in_passenger_km,0.8,
2037,Cyprus,bus_annual_change_in_passenger_km,0.8,
2038,Cyprus,bus_annual_change_in_passenger_km,0.8,
2039,Cyprus,bus_annual_change_in_passenger_km,0.8,
2040,Cyprus,bus_annual_change_in_passenger_km,0.8,
2041,Cyprus,bus_annual_change_in_passenger_km,0.8,
2042,Cyprus,bus_annual_change_in_passenger_km,0.8,
2043,Cyprus,bus_annual_change_in_passenger_km,0.8,
2044,Cyprus,bus_annual_change_in_passenger_km,0.8,
2045,Cyprus,bus_annual_change_in_passenger_km,0.8,
2046,Cyprus,bus_annual_change_in_passenger_km,0.8,
2047,Cyprus,bus_annual_change_in_passenger_km,0.8,
2048,Cyprus,bus_annual_change_in_passenger_km,0.8,
2049,Cyprus,bus_annual_change_in_passenger_km,0.8,
2050,Cyprus,bus_annual_change_in_passenger_km,0.8,
2022,Cyprus,car_annual_change_in_passenger_km,0.8,
2023,Cyprus,car_annual_change_in_passenger_km,0.8,
2024,Cyprus,car_annual_change_in_passenger_km,0.8,
2025,Cyprus,car_annual_change_in_passenger_km,0.8,
2026,Cyprus,car_annual_change_in_passenger_km,0.8,
2027,Cyprus,car_annual_change_in_passenger_km,0.8,
2028,Cyprus,car_annual_change_in_passenger_km,0.8,
2029,Cyprus,car_annual_change_in_passenger_km,0.8,
2030,Cyprus,car_annual_change_in_passenger_km,1.1,
2031,Cyprus,car_annual_change_in_passenger_km,1.1,
2032,Cyprus,car_annual_change_in_passenger_km,1.1,
2033,Cyprus,car_annual_change_in_passenger_km,1.1,
2034,Cyprus,car_annual_change_in_passenger_km,1.1,
2035,Cyprus,car_annual_change_in_passenger_km,1.1,
2036,Cyprus,car_annual_change_in_passenger_km,1.1,
2037,Cyprus,car_annual_change_in_passenger_km,1.1,
2038,Cyprus,car_annual_change_in_passenger_km,1.1,
2039,Cyprus,car_annual_change_in_passenger_km,1.1,
2040,Cyprus,car_annual_change_in_passenger_km,1.1,
2041,Cyprus,car_annual_change_in_passenger_km,1.1,
2042,Cyprus,car_annual_change_in_passenger_km,1.1,
2043,Cyprus,car_annual_change_in_passenger_km,1.1,
2044,Cyprus,car_annual_change_in_passenger_km,1.1,
2045,Cyprus,car_annual_change_in_passenger_km,1.1,
2046,Cyprus,car_annual_change_in_passenger_km,1.1,
2047,Cyprus,car_annual_change_in_passenger_km,1.1,
2048,Cyprus,car_annual_change_in_passenger_km,1.1,
2049,Cyprus,car_annual_change_in_passenger_km,1.1,
2050,Cyprus,car_annual_change_in_passenger_km,1.1,
2022,Cyprus,tram_annual_change_in_passenger_km,0.0,
2023,Cyprus,tram_annual_change_in_passenger_km,0.0,
